idea_id,focus_area,idea_type,title,idea,persona,surface,mechanic,target_outcome,revenue_potential,lead_quality_impact,effort,effort_inverse,confidence,composite_score,phase
C05620,click_cpc_ctr_dashboards,assistive_ai,Click Cpc Ctr Dashboards: Auto Enrichment for ad performance dashboard,Build a assistive_ai upgrade targeting founder on ad performance dashboard using auto enrichment to lower cpc.,founder,ad_performance_dashboard,auto_enrichment,lower_cpc,65,67,39,61,73,65.9,P3
C05621,click_cpc_ctr_dashboards,feature,Click Cpc Ctr Dashboards: Auto Enrichment for ad performance dashboard,Build a feature upgrade targeting founder on ad performance dashboard using auto enrichment to faster experiment cycles.,founder,ad_performance_dashboard,auto_enrichment,faster_experiment_cycles,99,53,59,41,55,69.3,P2
C05622,click_cpc_ctr_dashboards,governance,Click Cpc Ctr Dashboards: Auto Enrichment for ad performance dashboard,Build a governance upgrade targeting founder on ad performance dashboard using auto enrichment to faster experiment cycles.,founder,ad_performance_dashboard,auto_enrichment,faster_experiment_cycles,74,76,71,29,66,64.3,P3
C05623,click_cpc_ctr_dashboards,qa_guardrail,Click Cpc Ctr Dashboards: Auto Enrichment for ad performance dashboard,Build a qa_guardrail upgrade targeting founder on ad performance dashboard using auto enrichment to faster experiment cycles.,founder,ad_performance_dashboard,auto_enrichment,faster_experiment_cycles,59,61,40,60,76,62.25,P3
C05624,click_cpc_ctr_dashboards,integration,Click Cpc Ctr Dashboards: Auto Enrichment for ad performance dashboard,Build a integration upgrade targeting founder on ad performance dashboard using auto enrichment to higher arpu.,founder,ad_performance_dashboard,auto_enrichment,higher_arpu,93,70,45,55,77,77.25,P2
C05625,click_cpc_ctr_dashboards,feature,Click Cpc Ctr Dashboards: Auto Enrichment for ad performance dashboard,Build a feature upgrade targeting founder on ad performance dashboard using auto enrichment to better upgrade conversion.,founder,ad_performance_dashboard,auto_enrichment,better_upgrade_conversion,68,80,47,53,57,66.35,P2
C05626,click_cpc_ctr_dashboards,workflow,Click Cpc Ctr Dashboards: Auto Enrichment for ad performance dashboard,Build a workflow upgrade targeting founder on ad performance dashboard using auto enrichment to better upgrade conversion.,founder,ad_performance_dashboard,auto_enrichment,better_upgrade_conversion,72,44,61,39,65,57.35,P3
C05627,click_cpc_ctr_dashboards,playbook,Click Cpc Ctr Dashboards: Scoring Rules for ad performance dashboard,Build a playbook upgrade targeting founder on ad performance dashboard using scoring rules to increase demo bookings.,founder,ad_performance_dashboard,scoring_rules,increase_demo_bookings,92,81,52,48,58,75.35,P2
C05628,click_cpc_ctr_dashboards,optimization,Click Cpc Ctr Dashboards: Scoring Rules for ad performance dashboard,Build a optimization upgrade targeting founder on ad performance dashboard using scoring rules to raise trial to paid.,founder,ad_performance_dashboard,scoring_rules,raise_trial_to_paid,93,83,50,50,68,78.15,P1
C05629,click_cpc_ctr_dashboards,assistive_ai,Click Cpc Ctr Dashboards: Scoring Rules for ad performance dashboard,Build a assistive_ai upgrade targeting founder on ad performance dashboard using scoring rules to raise trial to paid.,founder,ad_performance_dashboard,scoring_rules,raise_trial_to_paid,69,67,87,13,72,57.75,P3
C05630,click_cpc_ctr_dashboards,analytics,Click Cpc Ctr Dashboards: Scoring Rules for ad performance dashboard,Build a analytics upgrade targeting founder on ad performance dashboard using scoring rules to reduce cac.,founder,ad_performance_dashboard,scoring_rules,reduce_cac,60,68,51,49,70,61.3,P3
C05631,click_cpc_ctr_dashboards,integration,Click Cpc Ctr Dashboards: Scoring Rules for ad performance dashboard,Build a integration upgrade targeting founder on ad performance dashboard using scoring rules to reduce cac.,founder,ad_performance_dashboard,scoring_rules,reduce_cac,73,65,75,25,77,62.0,P3
C05632,click_cpc_ctr_dashboards,playbook,Click Cpc Ctr Dashboards: Scoring Rules for ad performance dashboard,Build a playbook upgrade targeting founder on ad performance dashboard using scoring rules to faster experiment cycles.,founder,ad_performance_dashboard,scoring_rules,faster_experiment_cycles,60,73,38,62,63,64.1,P3
C05633,click_cpc_ctr_dashboards,governance,Click Cpc Ctr Dashboards: Scoring Rules for ad performance dashboard,Build a governance upgrade targeting founder on ad performance dashboard using scoring rules to higher arpu.,founder,ad_performance_dashboard,scoring_rules,higher_arpu,66,64,58,42,55,59.05,P3
C05634,click_cpc_ctr_dashboards,qa_guardrail,Click Cpc Ctr Dashboards: Scoring Rules for ad performance dashboard,Build a qa_guardrail upgrade targeting founder on ad performance dashboard using scoring rules to higher arpu.,founder,ad_performance_dashboard,scoring_rules,higher_arpu,97,90,75,25,68,76.5,P2
C05635,click_cpc_ctr_dashboards,integration,Click Cpc Ctr Dashboards: Scoring Rules for ad performance dashboard,Build a integration upgrade targeting founder on ad performance dashboard using scoring rules to better upgrade conversion.,founder,ad_performance_dashboard,scoring_rules,better_upgrade_conversion,79,87,63,37,57,69.3,P2
C05636,click_cpc_ctr_dashboards,playbook,Click Cpc Ctr Dashboards: Channel Orchestration for ad performance dashboard,Build a playbook upgrade targeting founder on ad performance dashboard using channel orchestration to reduce cac.,founder,ad_performance_dashboard,channel_orchestration,reduce_cac,79,83,73,27,53,65.7,P3
C05637,click_cpc_ctr_dashboards,optimization,Click Cpc Ctr Dashboards: Channel Orchestration for ad performance dashboard,Build a optimization upgrade targeting founder on ad performance dashboard using channel orchestration to improve ad ctr.,founder,ad_performance_dashboard,channel_orchestration,improve_ad_ctr,89,65,42,58,80,75.45,P2
C05638,click_cpc_ctr_dashboards,assistive_ai,Click Cpc Ctr Dashboards: Channel Orchestration for ad performance dashboard,Build a assistive_ai upgrade targeting founder on ad performance dashboard using channel orchestration to improve ad ctr.,founder,ad_performance_dashboard,channel_orchestration,improve_ad_ctr,65,77,68,32,65,61.4,P3
C05639,click_cpc_ctr_dashboards,feature,Click Cpc Ctr Dashboards: Channel Orchestration for ad performance dashboard,Build a feature upgrade targeting founder on ad performance dashboard using channel orchestration to lower cpc.,founder,ad_performance_dashboard,channel_orchestration,lower_cpc,77,70,87,13,60,59.9,P3
C05640,click_cpc_ctr_dashboards,governance,Click Cpc Ctr Dashboards: Channel Orchestration for ad performance dashboard,Build a governance upgrade targeting founder on ad performance dashboard using channel orchestration to lower cpc.,founder,ad_performance_dashboard,channel_orchestration,lower_cpc,50,51,75,25,70,48.25,P3
C05641,click_cpc_ctr_dashboards,qa_guardrail,Click Cpc Ctr Dashboards: Channel Orchestration for ad performance dashboard,Build a qa_guardrail upgrade targeting founder on ad performance dashboard using channel orchestration to lower cpc.,founder,ad_performance_dashboard,channel_orchestration,lower_cpc,59,59,36,64,39,57.0,P3
C05642,click_cpc_ctr_dashboards,integration,Click Cpc Ctr Dashboards: Channel Orchestration for ad performance dashboard,Build a integration upgrade targeting founder on ad performance dashboard using channel orchestration to improve data quality.,founder,ad_performance_dashboard,channel_orchestration,improve_data_quality,85,78,56,44,59,71.15,P2
C05643,click_cpc_ctr_dashboards,assistive_ai,Click Cpc Ctr Dashboards: Channel Orchestration for ad performance dashboard,Build a assistive_ai upgrade targeting founder on ad performance dashboard using channel orchestration to faster experiment cycles.,founder,ad_performance_dashboard,channel_orchestration,faster_experiment_cycles,69,80,48,52,61,67.15,P2
C05644,click_cpc_ctr_dashboards,playbook,Click Cpc Ctr Dashboards: Channel Orchestration for ad performance dashboard,Build a playbook upgrade targeting founder on ad performance dashboard using channel orchestration to better upgrade conversion.,founder,ad_performance_dashboard,channel_orchestration,better_upgrade_conversion,66,54,68,32,64,55.9,P3
C05645,click_cpc_ctr_dashboards,assistive_ai,Click Cpc Ctr Dashboards: Channel Orchestration for ad performance dashboard,Build a assistive_ai upgrade targeting founder on ad performance dashboard using channel orchestration to better upgrade conversion.,founder,ad_performance_dashboard,channel_orchestration,better_upgrade_conversion,64,81,97,3,75,57.7,P3
C05646,click_cpc_ctr_dashboards,feature,Click Cpc Ctr Dashboards: Cohort Breakdown for ad performance dashboard,Build a feature upgrade targeting founder on ad performance dashboard using cohort breakdown to improve mql to sql.,founder,ad_performance_dashboard,cohort_breakdown,improve_mql_to_sql,81,74,61,39,66,68.6,P2
C05647,click_cpc_ctr_dashboards,governance,Click Cpc Ctr Dashboards: Cohort Breakdown for ad performance dashboard,Build a governance upgrade targeting founder on ad performance dashboard using cohort breakdown to improve mql to sql.,founder,ad_performance_dashboard,cohort_breakdown,improve_mql_to_sql,56,78,49,51,65,61.85,P3
C05648,click_cpc_ctr_dashboards,qa_guardrail,Click Cpc Ctr Dashboards: Cohort Breakdown for ad performance dashboard,Build a qa_guardrail upgrade targeting founder on ad performance dashboard using cohort breakdown to improve mql to sql.,founder,ad_performance_dashboard,cohort_breakdown,improve_mql_to_sql,55,55,69,31,73,52.9,P3
C05649,click_cpc_ctr_dashboards,assistive_ai,Click Cpc Ctr Dashboards: Cohort Breakdown for ad performance dashboard,Build a assistive_ai upgrade targeting founder on ad performance dashboard using cohort breakdown to raise trial to paid.,founder,ad_performance_dashboard,cohort_breakdown,raise_trial_to_paid,71,76,38,62,71,70.45,P2
C05650,click_cpc_ctr_dashboards,feature,Click Cpc Ctr Dashboards: Cohort Breakdown for ad performance dashboard,Build a feature upgrade targeting founder on ad performance dashboard using cohort breakdown to reduce cac.,founder,ad_performance_dashboard,cohort_breakdown,reduce_cac,81,50,66,34,85,64.45,P3
C05651,click_cpc_ctr_dashboards,governance,Click Cpc Ctr Dashboards: Cohort Breakdown for ad performance dashboard,Build a governance upgrade targeting founder on ad performance dashboard using cohort breakdown to reduce cac.,founder,ad_performance_dashboard,cohort_breakdown,reduce_cac,67,65,79,21,73,58.2,P3
C05652,click_cpc_ctr_dashboards,feature,Click Cpc Ctr Dashboards: Cohort Breakdown for ad performance dashboard,Build a feature upgrade targeting founder on ad performance dashboard using cohort breakdown to improve ad ctr.,founder,ad_performance_dashboard,cohort_breakdown,improve_ad_ctr,75,56,55,45,42,59.3,P3
C05653,click_cpc_ctr_dashboards,feature,Click Cpc Ctr Dashboards: Cohort Breakdown for ad performance dashboard,Build a feature upgrade targeting founder on ad performance dashboard using cohort breakdown to increase pipeline velocity.,founder,ad_performance_dashboard,cohort_breakdown,increase_pipeline_velocity,81,55,61,39,73,64.9,P3
C05654,click_cpc_ctr_dashboards,workflow,Click Cpc Ctr Dashboards: Cohort Breakdown for ad performance dashboard,Build a workflow upgrade targeting founder on ad performance dashboard using cohort breakdown to improve data quality.,founder,ad_performance_dashboard,cohort_breakdown,improve_data_quality,72,82,62,38,70,67.4,P2
C05655,click_cpc_ctr_dashboards,feature,Click Cpc Ctr Dashboards: Cohort Breakdown for ad performance dashboard,Build a feature upgrade targeting founder on ad performance dashboard using cohort breakdown to faster experiment cycles.,founder,ad_performance_dashboard,cohort_breakdown,faster_experiment_cycles,68,85,41,59,60,69.25,P2
C05656,click_cpc_ctr_dashboards,analytics,Click Cpc Ctr Dashboards: Cohort Breakdown for ad performance dashboard,Build a analytics upgrade targeting founder on ad performance dashboard using cohort breakdown to faster experiment cycles.,founder,ad_performance_dashboard,cohort_breakdown,faster_experiment_cycles,73,62,48,52,91,68.75,P2
C05657,click_cpc_ctr_dashboards,playbook,Click Cpc Ctr Dashboards: Cohort Breakdown for ad performance dashboard,Build a playbook upgrade targeting founder on ad performance dashboard using cohort breakdown to better upgrade conversion.,founder,ad_performance_dashboard,cohort_breakdown,better_upgrade_conversion,86,90,71,29,80,74.7,P2
C05658,click_cpc_ctr_dashboards,feature,Click Cpc Ctr Dashboards: Anomaly Alerting for ad performance dashboard,Build a feature upgrade targeting founder on ad performance dashboard using anomaly alerting to increase demo bookings.,founder,ad_performance_dashboard,anomaly_alerting,increase_demo_bookings,89,49,74,26,64,62.65,P3
C05659,click_cpc_ctr_dashboards,feature,Click Cpc Ctr Dashboards: Anomaly Alerting for ad performance dashboard,Build a feature upgrade targeting founder on ad performance dashboard using anomaly alerting to improve mql to sql.,founder,ad_performance_dashboard,anomaly_alerting,improve_mql_to_sql,69,65,90,10,64,55.45,P3
C05660,click_cpc_ctr_dashboards,governance,Click Cpc Ctr Dashboards: Anomaly Alerting for ad performance dashboard,Build a governance upgrade targeting founder on ad performance dashboard using anomaly alerting to improve mql to sql.,founder,ad_performance_dashboard,anomaly_alerting,improve_mql_to_sql,65,60,83,17,91,58.05,P3
C05661,click_cpc_ctr_dashboards,qa_guardrail,Click Cpc Ctr Dashboards: Anomaly Alerting for ad performance dashboard,Build a qa_guardrail upgrade targeting founder on ad performance dashboard using anomaly alerting to improve mql to sql.,founder,ad_performance_dashboard,anomaly_alerting,improve_mql_to_sql,73,56,88,12,53,53.55,P3
C05662,click_cpc_ctr_dashboards,playbook,Click Cpc Ctr Dashboards: Anomaly Alerting for ad performance dashboard,Build a playbook upgrade targeting founder on ad performance dashboard using anomaly alerting to raise trial to paid.,founder,ad_performance_dashboard,anomaly_alerting,raise_trial_to_paid,69,76,63,37,72,64.8,P3
C05663,click_cpc_ctr_dashboards,assistive_ai,Click Cpc Ctr Dashboards: Anomaly Alerting for ad performance dashboard,Build a assistive_ai upgrade targeting founder on ad performance dashboard using anomaly alerting to raise trial to paid.,founder,ad_performance_dashboard,anomaly_alerting,raise_trial_to_paid,70,71,76,24,74,61.65,P3
C05664,click_cpc_ctr_dashboards,analytics,Click Cpc Ctr Dashboards: Anomaly Alerting for ad performance dashboard,Build a analytics upgrade targeting founder on ad performance dashboard using anomaly alerting to reduce cac.,founder,ad_performance_dashboard,anomaly_alerting,reduce_cac,77,65,78,22,47,58.5,P3
C05665,click_cpc_ctr_dashboards,automation,Click Cpc Ctr Dashboards: Anomaly Alerting for ad performance dashboard,Build a automation upgrade targeting founder on ad performance dashboard using anomaly alerting to lower cpc.,founder,ad_performance_dashboard,anomaly_alerting,lower_cpc,94,83,55,45,72,78.15,P1
C05666,click_cpc_ctr_dashboards,playbook,Click Cpc Ctr Dashboards: Anomaly Alerting for ad performance dashboard,Build a playbook upgrade targeting founder on ad performance dashboard using anomaly alerting to lower cpc.,founder,ad_performance_dashboard,anomaly_alerting,lower_cpc,73,60,58,42,65,62.35,P3
C05667,click_cpc_ctr_dashboards,analytics,Click Cpc Ctr Dashboards: Anomaly Alerting for ad performance dashboard,Build a analytics upgrade targeting founder on ad performance dashboard using anomaly alerting to increase pipeline velocity.,founder,ad_performance_dashboard,anomaly_alerting,increase_pipeline_velocity,64,66,75,25,82,59.4,P3
C05668,click_cpc_ctr_dashboards,governance,Click Cpc Ctr Dashboards: Anomaly Alerting for ad performance dashboard,Build a governance upgrade targeting founder on ad performance dashboard using anomaly alerting to increase pipeline velocity.,founder,ad_performance_dashboard,anomaly_alerting,increase_pipeline_velocity,63,60,62,38,67,57.85,P3
C05669,click_cpc_ctr_dashboards,integration,Click Cpc Ctr Dashboards: Anomaly Alerting for ad performance dashboard,Build a integration upgrade targeting founder on ad performance dashboard using anomaly alerting to reduce churn risk.,founder,ad_performance_dashboard,anomaly_alerting,reduce_churn_risk,89,87,59,41,68,75.75,P2
C05670,click_cpc_ctr_dashboards,governance,Click Cpc Ctr Dashboards: Anomaly Alerting for ad performance dashboard,Build a governance upgrade targeting founder on ad performance dashboard using anomaly alerting to improve data quality.,founder,ad_performance_dashboard,anomaly_alerting,improve_data_quality,86,63,62,38,65,67.5,P2
C05671,click_cpc_ctr_dashboards,qa_guardrail,Click Cpc Ctr Dashboards: Anomaly Alerting for ad performance dashboard,Build a qa_guardrail upgrade targeting founder on ad performance dashboard using anomaly alerting to improve data quality.,founder,ad_performance_dashboard,anomaly_alerting,improve_data_quality,77,70,31,69,64,71.7,P2
C05672,click_cpc_ctr_dashboards,workflow,Click Cpc Ctr Dashboards: Anomaly Alerting for ad performance dashboard,Build a workflow upgrade targeting founder on ad performance dashboard using anomaly alerting to faster experiment cycles.,founder,ad_performance_dashboard,anomaly_alerting,faster_experiment_cycles,70,73,37,63,71,69.5,P2
C05673,click_cpc_ctr_dashboards,workflow,Click Cpc Ctr Dashboards: Drilldown Filters for ad performance dashboard,Build a workflow upgrade targeting founder on ad performance dashboard using drilldown filters to increase demo bookings.,founder,ad_performance_dashboard,drilldown_filters,increase_demo_bookings,74,48,77,23,67,56.25,P3
C05674,click_cpc_ctr_dashboards,integration,Click Cpc Ctr Dashboards: Drilldown Filters for ad performance dashboard,Build a integration upgrade targeting founder on ad performance dashboard using drilldown filters to raise trial to paid.,founder,ad_performance_dashboard,drilldown_filters,raise_trial_to_paid,58,65,56,44,80,60.25,P3
C05675,click_cpc_ctr_dashboards,integration,Click Cpc Ctr Dashboards: Drilldown Filters for ad performance dashboard,Build a integration upgrade targeting founder on ad performance dashboard using drilldown filters to lower cpc.,founder,ad_performance_dashboard,drilldown_filters,lower_cpc,65,60,61,39,65,58.55,P3
C05676,click_cpc_ctr_dashboards,governance,Click Cpc Ctr Dashboards: Drilldown Filters for ad performance dashboard,Build a governance upgrade targeting founder on ad performance dashboard using drilldown filters to increase pipeline velocity.,founder,ad_performance_dashboard,drilldown_filters,increase_pipeline_velocity,84,58,55,45,65,66.85,P2
C05677,click_cpc_ctr_dashboards,integration,Click Cpc Ctr Dashboards: Drilldown Filters for ad performance dashboard,Build a integration upgrade targeting founder on ad performance dashboard using drilldown filters to reduce churn risk.,founder,ad_performance_dashboard,drilldown_filters,reduce_churn_risk,78,65,49,51,65,67.4,P2
C05678,click_cpc_ctr_dashboards,governance,Click Cpc Ctr Dashboards: Drilldown Filters for ad performance dashboard,Build a governance upgrade targeting founder on ad performance dashboard using drilldown filters to improve data quality.,founder,ad_performance_dashboard,drilldown_filters,improve_data_quality,72,73,42,58,87,71.7,P2
C05679,click_cpc_ctr_dashboards,qa_guardrail,Click Cpc Ctr Dashboards: Drilldown Filters for ad performance dashboard,Build a qa_guardrail upgrade targeting founder on ad performance dashboard using drilldown filters to improve data quality.,founder,ad_performance_dashboard,drilldown_filters,improve_data_quality,80,70,69,31,65,65.45,P3
C05680,click_cpc_ctr_dashboards,playbook,Click Cpc Ctr Dashboards: Drilldown Filters for ad performance dashboard,Build a playbook upgrade targeting founder on ad performance dashboard using drilldown filters to higher arpu.,founder,ad_performance_dashboard,drilldown_filters,higher_arpu,87,72,40,60,76,76.2,P2
C05681,click_cpc_ctr_dashboards,workflow,Click Cpc Ctr Dashboards: Drilldown Filters for ad performance dashboard,Build a workflow upgrade targeting founder on ad performance dashboard using drilldown filters to better upgrade conversion.,founder,ad_performance_dashboard,drilldown_filters,better_upgrade_conversion,63,75,60,40,79,63.8,P3
C05682,click_cpc_ctr_dashboards,analytics,Click Cpc Ctr Dashboards: Drilldown Filters for ad performance dashboard,Build a analytics upgrade targeting founder on ad performance dashboard using drilldown filters to better upgrade conversion.,founder,ad_performance_dashboard,drilldown_filters,better_upgrade_conversion,77,76,61,39,56,66.0,P2
C05683,click_cpc_ctr_dashboards,analytics,Click Cpc Ctr Dashboards: Taxonomy Validation for ad performance dashboard,Build a analytics upgrade targeting founder on ad performance dashboard using taxonomy validation to increase demo bookings.,founder,ad_performance_dashboard,taxonomy_validation,increase_demo_bookings,70,71,69,31,77,63.5,P3
C05684,click_cpc_ctr_dashboards,feature,Click Cpc Ctr Dashboards: Taxonomy Validation for ad performance dashboard,Build a feature upgrade targeting founder on ad performance dashboard using taxonomy validation to improve mql to sql.,founder,ad_performance_dashboard,taxonomy_validation,improve_mql_to_sql,50,68,75,25,64,51.6,P3
C05685,click_cpc_ctr_dashboards,analytics,Click Cpc Ctr Dashboards: Taxonomy Validation for ad performance dashboard,Build a analytics upgrade targeting founder on ad performance dashboard using taxonomy validation to improve mql to sql.,founder,ad_performance_dashboard,taxonomy_validation,improve_mql_to_sql,54,61,57,43,82,57.75,P3
C05686,click_cpc_ctr_dashboards,governance,Click Cpc Ctr Dashboards: Taxonomy Validation for ad performance dashboard,Build a governance upgrade targeting founder on ad performance dashboard using taxonomy validation to improve mql to sql.,founder,ad_performance_dashboard,taxonomy_validation,improve_mql_to_sql,83,59,46,54,61,67.9,P2
C05687,click_cpc_ctr_dashboards,optimization,Click Cpc Ctr Dashboards: Taxonomy Validation for ad performance dashboard,Build a optimization upgrade targeting founder on ad performance dashboard using taxonomy validation to raise trial to paid.,founder,ad_performance_dashboard,taxonomy_validation,raise_trial_to_paid,88,64,64,36,69,68.75,P2
C05688,click_cpc_ctr_dashboards,assistive_ai,Click Cpc Ctr Dashboards: Taxonomy Validation for ad performance dashboard,Build a assistive_ai upgrade targeting founder on ad performance dashboard using taxonomy validation to raise trial to paid.,founder,ad_performance_dashboard,taxonomy_validation,raise_trial_to_paid,100,90,56,44,59,80.15,P1
C05689,click_cpc_ctr_dashboards,feature,Click Cpc Ctr Dashboards: Taxonomy Validation for ad performance dashboard,Build a feature upgrade targeting founder on ad performance dashboard using taxonomy validation to reduce cac.,founder,ad_performance_dashboard,taxonomy_validation,reduce_cac,45,75,69,31,65,52.7,P3
C05690,click_cpc_ctr_dashboards,integration,Click Cpc Ctr Dashboards: Taxonomy Validation for ad performance dashboard,Build a integration upgrade targeting founder on ad performance dashboard using taxonomy validation to improve ad ctr.,founder,ad_performance_dashboard,taxonomy_validation,improve_ad_ctr,63,78,82,18,55,56.55,P3
C05691,click_cpc_ctr_dashboards,integration,Click Cpc Ctr Dashboards: Taxonomy Validation for ad performance dashboard,Build a integration upgrade targeting founder on ad performance dashboard using taxonomy validation to reduce churn risk.,founder,ad_performance_dashboard,taxonomy_validation,reduce_churn_risk,79,83,67,33,72,69.75,P2
C05692,click_cpc_ctr_dashboards,optimization,Click Cpc Ctr Dashboards: Taxonomy Validation for ad performance dashboard,Build a optimization upgrade targeting founder on ad performance dashboard using taxonomy validation to reduce churn risk.,founder,ad_performance_dashboard,taxonomy_validation,reduce_churn_risk,55,78,51,49,77,62.85,P3
C05693,click_cpc_ctr_dashboards,automation,Click Cpc Ctr Dashboards: Taxonomy Validation for ad performance dashboard,Build a automation upgrade targeting founder on ad performance dashboard using taxonomy validation to higher arpu.,founder,ad_performance_dashboard,taxonomy_validation,higher_arpu,71,92,38,62,71,74.45,P2
C05694,click_cpc_ctr_dashboards,playbook,Click Cpc Ctr Dashboards: Taxonomy Validation for ad performance dashboard,Build a playbook upgrade targeting founder on ad performance dashboard using taxonomy validation to higher arpu.,founder,ad_performance_dashboard,taxonomy_validation,higher_arpu,93,79,53,47,62,75.65,P2
C05695,click_cpc_ctr_dashboards,analytics,Click Cpc Ctr Dashboards: Taxonomy Validation for ad performance dashboard,Build a analytics upgrade targeting founder on ad performance dashboard using taxonomy validation to better upgrade conversion.,founder,ad_performance_dashboard,taxonomy_validation,better_upgrade_conversion,73,65,67,33,57,60.6,P3
C05696,click_cpc_ctr_dashboards,playbook,Click Cpc Ctr Dashboards: Taxonomy Validation for ad performance dashboard,Build a playbook upgrade targeting founder on ad performance dashboard using taxonomy validation to better upgrade conversion.,founder,ad_performance_dashboard,taxonomy_validation,better_upgrade_conversion,84,62,62,38,72,67.5,P2
C05697,click_cpc_ctr_dashboards,qa_guardrail,Click Cpc Ctr Dashboards: Naming Enforcement for ad performance dashboard,Build a qa_guardrail upgrade targeting founder on ad performance dashboard using naming enforcement to improve mql to sql.,founder,ad_performance_dashboard,naming_enforcement,improve_mql_to_sql,68,53,71,29,48,53.45,P3
C05698,click_cpc_ctr_dashboards,qa_guardrail,Click Cpc Ctr Dashboards: Naming Enforcement for ad performance dashboard,Build a qa_guardrail upgrade targeting founder on ad performance dashboard using naming enforcement to reduce cac.,founder,ad_performance_dashboard,naming_enforcement,reduce_cac,89,66,66,34,59,67.75,P2
C05699,click_cpc_ctr_dashboards,feature,Click Cpc Ctr Dashboards: Naming Enforcement for ad performance dashboard,Build a feature upgrade targeting founder on ad performance dashboard using naming enforcement to improve ad ctr.,founder,ad_performance_dashboard,naming_enforcement,improve_ad_ctr,57,55,87,13,68,49.35,P3
C05700,click_cpc_ctr_dashboards,integration,Click Cpc Ctr Dashboards: Naming Enforcement for ad performance dashboard,Build a integration upgrade targeting founder on ad performance dashboard using naming enforcement to lower cpc.,founder,ad_performance_dashboard,naming_enforcement,lower_cpc,77,70,71,29,79,65.95,P3
C05701,click_cpc_ctr_dashboards,workflow,Click Cpc Ctr Dashboards: Naming Enforcement for ad performance dashboard,Build a workflow upgrade targeting founder on ad performance dashboard using naming enforcement to increase pipeline velocity.,founder,ad_performance_dashboard,naming_enforcement,increase_pipeline_velocity,79,79,71,29,76,68.55,P2
C05702,click_cpc_ctr_dashboards,feature,Click Cpc Ctr Dashboards: Naming Enforcement for ad performance dashboard,Build a feature upgrade targeting founder on ad performance dashboard using naming enforcement to faster experiment cycles.,founder,ad_performance_dashboard,naming_enforcement,faster_experiment_cycles,74,59,62,38,83,64.4,P3
C05703,click_cpc_ctr_dashboards,governance,Click Cpc Ctr Dashboards: Naming Enforcement for ad performance dashboard,Build a governance upgrade targeting founder on ad performance dashboard using naming enforcement to faster experiment cycles.,founder,ad_performance_dashboard,naming_enforcement,faster_experiment_cycles,78,81,56,44,82,72.55,P2
C05704,click_cpc_ctr_dashboards,qa_guardrail,Click Cpc Ctr Dashboards: Naming Enforcement for ad performance dashboard,Build a qa_guardrail upgrade targeting founder on ad performance dashboard using naming enforcement to faster experiment cycles.,founder,ad_performance_dashboard,naming_enforcement,faster_experiment_cycles,48,71,46,54,67,57.8,P3
C05705,click_cpc_ctr_dashboards,integration,Click Cpc Ctr Dashboards: Naming Enforcement for ad performance dashboard,Build a integration upgrade targeting founder on ad performance dashboard using naming enforcement to higher arpu.,founder,ad_performance_dashboard,naming_enforcement,higher_arpu,59,55,72,28,71,53.6,P3
C05706,click_cpc_ctr_dashboards,qa_guardrail,Click Cpc Ctr Dashboards: Variant Allocator for ad performance dashboard,Build a qa_guardrail upgrade targeting founder on ad performance dashboard using variant allocator to improve mql to sql.,founder,ad_performance_dashboard,variant_allocator,improve_mql_to_sql,91,71,58,42,84,75.15,P2
C05707,click_cpc_ctr_dashboards,playbook,Click Cpc Ctr Dashboards: Variant Allocator for ad performance dashboard,Build a playbook upgrade targeting founder on ad performance dashboard using variant allocator to raise trial to paid.,founder,ad_performance_dashboard,variant_allocator,raise_trial_to_paid,81,74,65,35,52,65.7,P3
C05708,click_cpc_ctr_dashboards,feature,Click Cpc Ctr Dashboards: Variant Allocator for ad performance dashboard,Build a feature upgrade targeting founder on ad performance dashboard using variant allocator to reduce cac.,founder,ad_performance_dashboard,variant_allocator,reduce_cac,82,61,89,11,73,61.2,P3
C05709,click_cpc_ctr_dashboards,governance,Click Cpc Ctr Dashboards: Variant Allocator for ad performance dashboard,Build a governance upgrade targeting founder on ad performance dashboard using variant allocator to reduce cac.,founder,ad_performance_dashboard,variant_allocator,reduce_cac,73,58,95,5,64,54.3,P3
C05710,click_cpc_ctr_dashboards,analytics,Click Cpc Ctr Dashboards: Variant Allocator for ad performance dashboard,Build a analytics upgrade targeting founder on ad performance dashboard using variant allocator to improve ad ctr.,founder,ad_performance_dashboard,variant_allocator,improve_ad_ctr,78,63,48,52,57,65.9,P3
C05711,click_cpc_ctr_dashboards,integration,Click Cpc Ctr Dashboards: Variant Allocator for ad performance dashboard,Build a integration upgrade targeting founder on ad performance dashboard using variant allocator to reduce churn risk.,founder,ad_performance_dashboard,variant_allocator,reduce_churn_risk,73,65,71,29,65,61.0,P3
C05712,click_cpc_ctr_dashboards,qa_guardrail,Click Cpc Ctr Dashboards: Variant Allocator for ad performance dashboard,Build a qa_guardrail upgrade targeting founder on ad performance dashboard using variant allocator to improve data quality.,founder,ad_performance_dashboard,variant_allocator,improve_data_quality,54,43,49,51,79,54.4,P3
C05713,click_cpc_ctr_dashboards,playbook,Click Cpc Ctr Dashboards: Variant Allocator for ad performance dashboard,Build a playbook upgrade targeting founder on ad performance dashboard using variant allocator to higher arpu.,founder,ad_performance_dashboard,variant_allocator,higher_arpu,88,64,49,51,71,72.05,P2
